"Make sure to enter a limit value, or reminder emails will be re-issued to customers in a loop.",한도 값을 입력하지 않으면 고객에게 알림 이메일이 반복해서 재발송됩니다.,module,Magento_Reminder,,,,,
Text One Line,한 줄 텍스트,lib,web,,,,,
Maximum Emails per One Run,한 번의 실행당 최대 이메일,module,Magento_Reminder,,,,,
Max Invitations Allowed to be Sent at One Time,한 번에 보낼 수 있는 최대 초대장 수,lib,web,,,,,
Add Subcategory,하위 카테고리 추가,module,Magento_Catalog,,,,,
Bottom/Left,하단/좌측,module,Magento_Catalog,,,,,
Bottom/Right,하단/우측,module,Magento_Catalog,,,,,
One or more of the Cache Types are invalidated: %1.,하나 이상의 캐쉬 유형이 무효화되었습니다: %1.,module,Magento_AdminNotification,,,,,
There are more than one shipping addresses.,하나 이상의 배송주소가 있습니다.,module,Magento_Checkout,,,,,
We were unable to synchronize one or more media files. Please refer to the log file for details.,하나 이상의 미디어 파일을 동기화하지 못했습니다. 상세 내용은 로그 파일을 참조해주세요.,module,Magento_AdminNotification,,,,,
Please select one or more subscribers.,하나 이상의 구독자를 선택 하십시오.,module,Magento_Newsletter,,,,,
Apply Filters,필터 적용,module,Magento_Ui,,,,,
Apply Filters,필터 적용,lib,web,,,,,
Reset Filter,필터 재설정,module,Magento_Backend,,,,,
Reset Filter,필터 재설정,lib,web,,,,,
Use in Filter Options,필터 옵션에 사용,module,Magento_Catalog,,,,,
Use in Filter Options,필터 옵션에 사용,module,Magento_CustomerCustomAttributes,,,,,
Filter,필터,module,Magento_ImportExport,,,,,
Filter,필터,module,Magento_Reports,,,,,
Filters,필터,module,Magento_Ui,,,,,
Filters,필터,lib,web,,,,,
This is a required field.,필수 항목 입니다.,module,Magento_CompanyCredit,,,,,
This is a required field.,필수 항목 입니다.,module,Magento_NegotiableQuote,,,,,
This is a required field.,필수 항목 입니다.,module,Magento_Ui,,,,,
This is a required field.,필수 항목 입니다.,lib,web,,,,,
Required Fields,필수 항목,module,Magento_GiftRegistry,,,,,
Required Fields,필수 항목,module,Magento_MultipleWishlist,,,,,
We cannot create the widget instance because it is missing required information.,필수 정보가 없어 위젯 인스턴스를 생성할 수 없습니다.,module,Magento_Widget,,,,,
Values Required,필수 입력 항목,module,Magento_Eav,,,,,
This is a required option.,필수 옵션 입니다.,module,Magento_Catalog,,,,,
This is a required option.,필수 옵션 입니다.,module,Magento_NegotiableQuote,,,,,
Please specify time required option(s).,필수 시간 옵션을 지정해 주십시오.,module,Magento_Catalog,,,,,
Number of Required Character Classes,필수 문자 클래스 수,lib,web,,,,,
Please specify date required option(s).,필수 날짜 옵션을 지정해 주십시오.,module,Magento_Catalog,,,,,
Required,필수,module,Magento_Bundle,,,,,
Required,필수,module,Magento_Catalog,,,,,
Required,필수,module,Magento_Config,,,,,
Required,필수,module,Magento_ConfigurableProduct,,,,,
Required,필수,module,Magento_ConfigurableProductStaging,,,,,
Required,필수,module,Magento_Eav,,,,,
Required,필수,module,Magento_Usps,,,,,
We cannot determine the field name.,필드명을 특정지을 수 없습니다.,module,Magento_Catalog,,,,,
We cannot determine the field name.,필드명을 특정지을 수 없습니다.,module,Magento_Sales,,,,,
Fields Enclosure,필드 인클로저,module,Magento_ImportExport,,,,,
Field 4,필드 4,module,Magento_Config,,,,,
Field 3.1.1,필드 3.1.1,module,Magento_Config,,,,,
Field 3.1,필드 3.1,module,Magento_Config,,,,,
Field 3,필드 3,module,Magento_Config,,,,,
Field 2,필드 2,module,Magento_Config,,,,,
Field,필드,module,Magento_Checkout,,,,,
Field,필드,module,Magento_Dhl,,,,,
Field,필드,module,Magento_Fedex,,,,,
Field,필드,module,Magento_OfflineShipping,,,,,
Field,필드,module,Magento_Ups,,,,,
Field,필드,module,Magento_Usps,,,,,
Send Order Ready For Pickup Email Copy To,픽업 준비가 완료된 주문을 이메일로 보내세요.,lib,web,,,,,
Order Ready For Pickup Email Template,픽업 이메일 템플릿 주문 준비 완료,lib,web,,,,,
Send Order Ready For Pickup Email Copy Method,픽업 이메일 복사 방법으로 주문 준비 완료 보내기,lib,web,,,,,
Order Ready For Pickup Email Sender,픽업 이메일 발신자를 위한 주문 준비 완료,lib,web,,,,,
Use as Pickup Location,픽업 위치로 사용하십시오,lib,web,,,,,
Pickup Method,픽업 방법,lib,web,,,,,
Use HTTPS to Get Feed,피드를 가져올 때 HTTPS 사용하기,module,Magento_AdminNotification,,,,,
Rebuild Flat Catalog Product,플랫 카탈로그 카테고리 상품,module,Magento_Backend,,,,,
Use Flat Catalog Category,플랫 카탈로그 카테고리 사용,module,Magento_Catalog,,,,,
Rebuild Flat Catalog Category,플랫 카탈로그 카테고리 리빌드,module,Magento_Backend,,,,,
Use Flat Catalog Product,플랫 카탈로그 상품 사용,module,Magento_Catalog,,,,,
Frontend Themes List,프론트엔트 테마 리스트,module,Magento_Support,,,,,
Frontend Base Url,프론트 엔드베이스 URL,lib,web,,,,,
Frontend Name,프론트 엔드 이름,lib,web,,,,,
Frontend Description,프론트 엔드 설명,lib,web,,,,,
Promotional detail content,프로모션 세부 내용,lib,web,,,,,
Use for Promo Rule Conditions,프로모션 규칙 조건에 사용,module,Magento_Catalog,,,,,
Promotions,프로모션,module,Magento_CatalogRule,,,,,
Promo,프로모션,module,Magento_CatalogRule,,,,,
Promotions,프로모션,module,Magento_SalesRule,,,,,
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","프로덕션 환경에서 Base Unsecure URL / Base Secure URL을 정의하는데 {{base_url}} 를 사용하지 않는 것이 좋습니다. 마젠토 <a href=""%1"">설정</a>에서 이 값을 수정하시는 것이 매우 좋습니다.",module,Magento_AdminNotification,,,,,
You can't change status of cache type(s) in production mode,프로덕션 모드에서 캐시 파트의 상태를 변경할 수 없습니다.,module,Magento_Backend,,,,,
Enable Frontend Resize,프런트엔드 크기 조정 활성화,lib,web,,,,,
Frontend Label,프런트엔드 라벨,module,Magento_Sales,,,,,
Frontend Base Url,프런트엔드 기본 URL,lib,web,,,,,
Private Sales,프라이빗 세일,module,Magento_Enterprise,,,,,
Private Sales,프라이빗 세일,module,Magento_Invitation,,,,,
Private Sales,프라이빗 세일,,,,,,,
Private Sales,프라이빗 세일,lib,web,,,,,
Return goods with quality issue(from the production),제품 불량 반품,lib,web,,,,,
Quality,품질,lib,web,,,,,
Move out of stock to bottom,품절상품 하단 이동,module,Magento_VisualMerchandiser,,,,,
Display Out of Stock Products,품절상품 표시,lib,web,,,,,
This product is out of stock.,품절상태입니다.,module,Magento_CatalogInventory,,,,,
Out-of-Stock Threshold,품절 임계치,module,Magento_Catalog,,,,,
Out-of-Stock Threshold,품절 임계치,module,Magento_CatalogInventory,,,,,
Out-of-Stock Threshold,품절 임계치,module,Magento_ScalableInventory,,,,,
Display Out of Stock Products,품절 상품 표시,module,Magento_CatalogInventory,,,,,
Out-of-Stock Threshold,품절 기준점,lib,web,,,,,
Out of stock,품절,module,Magento_Bundle,,,,,
Out of Stock,품절,module,Magento_Catalog,,,,,
Out of stock,품절,module,Magento_Catalog,,,,,
Out of Stock,품절,module,Magento_CatalogInventory,,,,,
Out of stock,품절,module,Magento_CatalogWidget,,,,,
Out of stock,품절,module,Magento_Checkout,,,,,
Out of stock,품절,module,Magento_Downloadable,,,,,
Out of stock,품절,module,Magento_GiftCard,,,,,
Out of stock,품절,module,Magento_GroupedProduct,,,,,
Out of stock,품절,module,Magento_NegotiableQuote,,,,,
Out of stock,품절,module,Magento_Reports,,,,,
Out of stock,품절,module,Magento_Wishlist,,,,,
Maximum Number of Items to Display,표시할 최대 항목 수,module,Magento_Checkout,,,,,
Products to Display,표시할 상품,module,Magento_TargetRule,,,,,
Dynamic Blocks to Display,표시할 다이나믹 블록,module,Magento_Banner,,,,,
Displayed Error Message,표시된 오류 메시지,lib,web,,,,,
Display Category Filter,표시 카테고리 필터,lib,web,,,,,
Displaying Mode,표시 모드,module,Magento_Captcha,,,,,
Displaying Mode,표시 모드,lib,web,,,,,
File can not be saved to the destination folder.,폴더에 파일을 저장할 수 없습니다.,module,Magento_Catalog,,,,,
File can not be saved to the destination folder.,폴더에 파일을 저장할 수 없습니다.,module,Magento_Customer,,,,,
Create Folder,폴더 생성,module,Magento_Cms,,,,,
Create Folder,폴더 생성,module,Magento_Theme,,,,,
Delete Folder,폴더 삭제,module,Magento_Cms,,,,,
Delete Folder,폴더 삭제,module,Magento_Theme,,,,,
"""%1"" width exceeds allowed value of %2 px.","폭 ""%1""은(는) 허용된 %2px을 초과했습니다.",module,Magento_Customer,,,,,
"""%1"" width exceeds allowed value of %2 px.","폭 ""%1""은(는) 허용된 %2px을 초과했습니다.",module,Magento_Eav,,,,,
Port (25),포트 (25),module,Magento_Backend,,,,,
Packaging,포장,module,Magento_Fedex,,,,,
Subscribe for Points Expiration Notifications,포인트 만료에 대한 알림 받기,module,Magento_Reward,,,,,
Add Closure Request,폐업 신청 추가,lib,web,,,,,
Closure Request Admin,폐업 신청 관리자,lib,web,,,,,
Discarded,폐기,lib,web,,,,,
Average Sale,평균 판매,module,Magento_Customer,,,,,
Average Order,평균 주문,module,Magento_Backend,,,,,
Average,평균,lib,web,,,,,
Average,평균,module,Magento_CustomerSegment,,,,,
Average,평균,module,Magento_Reports,,,,,
Show / Hide Editor,편집기 표시/숨기기,lib,web,,,,,
edit,편집,module,Magento_Checkout,,,,,
"PayPal can't process orders with a zero balance due. To finish your purchase, please go through the standard checkout process.",페이팔 크레딧이 없어 주문을 진행할 수 없습니다. 다시 주문서를 작성해주세요.,module,Magento_Paypal,,,,,
PayPal Settlement,페이팔 정산,lib,web,,,,,
Don't have a PayPal account? Simply enter your email address.,페이팔 계정이 없으세요? 간단히 이메일주소만 입력하세요.,module,Magento_Paypal,,,,,
Paypal account,페이팔 계정,module,Magento_Braintree,,,,,
PayPal Payment ID,페이팔 결제 ID,module,Magento_Braintree,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_Checkout,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_Company,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_CompanyCredit,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_Config,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_Contact,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_Customer,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_GiftRegistry,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_Invitation,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_MultipleWishlist,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_NegotiableQuote,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_QuickOrder,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_Reward,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_Rma,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_Rss,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_SendFriend,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_Shipping,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_VisualMerchandiser,,,,,
Page not found.,페이지를 찾을 수 없습니다.,module,Magento_Wishlist,,,,,
You saved the page.,페이지를 저장했습니다.,module,Magento_Cms,,,,,
Could not save the page: %1,페이지를 저장할 수 없습니다: %1,module,Magento_Cms,,,,,
Could not delete the page: %1,페이지를 삭제할 수 없습니다: %1,module,Magento_Cms,,,,,
Number of Items to Display Pager,페이지당 표시할 아이템 수,module,Magento_Checkout,,,,,
Number of Products per Page,페이지당 상품 수,module,Magento_Catalog,,,,,
Number of Products per Page,페이지당 상품 수,module,Magento_CatalogWidget,,,,,
The page has been deleted.,페이지가 삭제되었습니다.,module,Magento_Cms,,,,,
Enable Page,페이지 활성화,module,Magento_Cms,,,,,
Enable Page,페이지 활성화,module,Magento_CmsStaging,,,,,
Display Page Control,페이지 표시 컨트롤,module,Magento_Catalog,,,,,
Display Page Control,페이지 표시 컨트롤,module,Magento_CatalogWidget,,,,,
Page Title Separator,페이지 타이틀 구분자,module,Magento_Catalog,,,,,
Page Title,페이지 제목,module,Magento_Cms,,,,,
Page Title,페이지 제목,module,Magento_CmsStaging,,,,,
Page Information,페이지 정보,module,Magento_Cms,,,,,
Something went wrong while saving the page.,페이지 저장중 문제가 발생했습니다.,module,Magento_Cms,,,,,
Save Page,페이지 저장,module,Magento_Cms,,,,,
Print This Page,페이지 인쇄,module,Magento_Catalog,,,,,
Edit Page,페이지 수정,module,Magento_Cms,,,,,
Select Page...,페이지 선택...,module,Magento_Cms,,,,,
Delete Page,페이지 삭제,module,Magento_Cms,,,,,
Edit with Page Builder,페이지 빌더로 편집,lib,web,,,,,
Enable Page Builder,페이지 빌더 활성화,lib,web,,,,,
Enable Page Builder Content Preview,페이지 빌더 콘텐츠 미리보기 활성화,lib,web,,,,,
Page Version,페이지 버전,lib,web,,,,,
Pagination Frame Skip,페이지 목록 프레임 넘기기,module,Magento_Backend,,,,,
Pagination Frame,페이지 목록 프레임,module,Magento_Backend,,,,,
"Alternative text for the previous pages link in the pagination menu. If empty, the default arrow image is used.",페이지 목록 메뉴에서 사용될 이전 페이지 링크의 대체 텍스트 입니다. 빈칸이면 기본 화살표 이미지가 사용됩니다.,module,Magento_Backend,,,,,
"Alternative text for the next pages link in the pagination menu. If empty, default arrow image is used.",페이지 목록 메뉴에서 사용될 다음 페이지 링크의 대체 텍스트 입니다. 빈칸이면 기본 화살표 이미지가 사용됩니다.,module,Magento_Backend,,,,,
Pagination,페이지 목록,module,Magento_Backend,,,,,
"ncludes advanced tools to design page layouts, add Magento content (Product and Category data, CMS content and Blocks), and format text.","페이지 레이아웃 디자인, Magento 콘텐츠(제품 및 카테고리 데이터, CMS 콘텐츠 및 블록) 추가, 텍스트 서식 지정을 위한 고급 도구가 포함되어 있습니다.",lib,web,,,,,
